;link;hasil
18;https://twitter.com/plndisjatim/status/1628195117621460992;['Melalui sekolah ini, anak-anak diajarkan beragam kegiatan seperti mengenal peran penting sungai, dampak yang ditimbulkan jika sungai tercemar akibat manusia, edukasi mengenai manfaat Mangrove di Gunung Anyar Tambak, serta pelatihan kreativitas daur ulang sampah plastik.']
19;https://twitter.com/plndisjatim/status/1628194930677129216;['Chusniyati, penggagas Bank Sampah Bintang Mangrove pun membentuk Sekolah Sungai Gunung Anyar Tambak yang bertujuan menularkan kepedulian lingkungan kepada anak-anak di daerah pesisir Gunung Anyar Tambak.']
20;https://twitter.com/plndisjatim/status/1628194541730930688;['Perhatian PLN akan lingkungan khususnya sampah diwujudkan melalui dukungan penuh akan beragam kegiatan dan program Sekolah Sungai Gunung Anyar Tambak seperti susur sungai bersih sampah, edukasi lingkungan, mengenal habitat mangrove, dan pemilahan sampah.']
21;https://twitter.com/gurufebruary/status/1623694445337247744;['Tambah iku mau Medokan arah gunung anyar mangrove sepeda kelem jegur kali kebanteren']
22;https://twitter.com/Laksonoyudha/status/1619669759121055749;['study tour ke Mangrove Wonorejo - kebon jeruk - kebon sirih - kampung durian runtuh terus lanjut hiking ke gunung sari & gunung anyar\n\nHappy holidays peeps !']
23;https://twitter.com/kangyeou_/status/1613773486547415045;['Mjb ini mangrove yg wonorejo apa yg gunung anyar ya kak ??']
24;https://twitter.com/tahuisicriespy/status/1613764165432401920;['Kebun binatang, romokalisari adventure land, hutan kota pakal, hutan kota jeruk,hutan kota balas klumprik, mangrove gunung anyar, mangrove wonorejo, taman flora/ kebun bibit, atlantis land, kenpark, food junction']
25;https://twitter.com/RedhaCarakaS/status/1613716140244754433;['Food Junction coba. Kalo selain itu hanya Mall. Atau km mau coba Wisata Mangrove Gunung Anyar yg baru dibuka lg? Bisa naik kapal gitu katanya. Tp aku belom coba jg.']
26;https://twitter.com/shabiruhariini/status/1611550296077111296;['Wisata mangrove wonorejo, wisata mangrove gunung anyar, taman flora atau taman-taman lainnya di Surabaya, museum-museum di Surabaya juga banyak nder tinggal googling, graha natura park, kenjeran park, alun-alun Surabaya. Aslinya banyak nder tapi ini aja sih yang aku inget']
27;https://twitter.com/NewSpirits2/status/1609428131399753728;['Wisata mangrove gunung anyar']
28;https://twitter.com/RMOLJatim_id/status/1609083945173544962;['Dapat Bantuan 5 Unit ATV dari Sampoerna, Pemkot Surabaya Sulap Mangrove Gunung Anyar Jadi Tempat Wisata dan Edukasi: Pemerintah Kota (Pemkot) Surabaya menerima bantuan 5 unit ATV dari PT HM Sampoerna Tbk di halaman Balai Kota Surabaya, Jumat (30/12) \n… http://dlvr.it/Sg9sss']
29;https://twitter.com/antaranews/status/1609007442943434752;['Pemkot Surabaya kembangkan Mangrove Gunung Anyar jadi tempat wisata']
30;https://twitter.com/portaljtvcom/status/1607266879374258176;['Monyet dari hutan mangrove menyerang warga Perumahaan Wisma Indah 2, Gunung Anyar Surabaya. Mereka masuk ke rumah warga untuk mencari makanan. Upaya menangkap monyet tak membuahkan hasil, karena monyet kembali ke hutan mangrove saat hendak ditangkap.']
31;https://twitter.com/Youthssfm/status/1604034454900838400;['5. Tiga Ekowisata Mangrove\nEkowisata Mangrove Gunung Anyar, Ekowisata Mangrove Wonorejo, dan Ekowisata Mangrove Medokan Sawah.\n\nFoto: Disbudporapar Surabaya']
32;https://twitter.com/jawapos/status/1602261803576483841;['Bukan Lagi Gunung Anyar, Bakal Ganti Nama Kebun Raya Mangrove Surabaya']
33;https://twitter.com/Muhammad_DioS/status/1600782795139616769;['KBS, Kodam, Korem, taman bungkul, taman sakura, taman surya, taman pelangi, hutan bambu, kebun bibit 1, kebun bibit 2, mangrove wonorejo, mangrove gunung anyar, kenpark, kenjeran watu2, SNQ, dll\n\nngirit, lek luwe tukokno pentol ambek nutrisari rujak wes full senyum iku ']
34;https://twitter.com/sbyfess/status/1593188580892909568;['-rek tolong drop photo pas lg di mangrove wonorejo atau gunung anyar dong, dan menurut kalian mending ke mangrove wonorejo atau gunung anyar?']
35;https://twitter.com/pustarhut_klhk/status/1591483078186536960;['Slide 3:\n1. Kebun Raya Mangrove (KRM) Gunung Anyar yang memiliki luas mencapai 25 hektar didominasi oleh Avicennia sp. dan Sonneratia caseolaris. Keberadaan kawasan mangrove ini tidak hanya sebagai ekowisata.']
36;https://twitter.com/pustarhut_klhk/status/1591081930279510016;['Slide 3 \n1. Kebun Raya Mangrove (KRM) Gunung Anyar yang memiliki luas 25 hektar didominasi oleh avicennia sp. dan sonneratia caseolaris. Keberadaan kawasan mangrove ini tidak hanya sebagai ekowisata.']
37;https://twitter.com/pustarhut_klhk/status/1591069291977506816;['Slide 3:\n1. Kebun Raya Mangrove (KRM) Gunung Anyar yang memiliki luas mencapai 25 hektar didominasi oleh Avicennia sp. dan Sonneratia caseolaris. Keberadaan kawasan mangrove ini tidak hanya sebagai ekowisata.']
38;https://twitter.com/pustarhut_klhk/status/1591041475827363841;['Slide 3:\n1. Kebun Raya Mangrove (KRM) Gunung Anyar yang memiliki luas mencapai 25 hektar didominasi oleh Avicennia sp. dan Sonneratia caseolaris. Keberadaan kawasan mangrove ini tidak hanya sebagai ekowisata.']
39;https://twitter.com/Turisiancom/status/1585211719239888896;['Serunya Menjelajahi Ekowisata Mangrove Gunung Anyar Surabaya\n\nhttp://TURISIAN.com – Sebagai kota pesisir di u... \n\nhttps://turisian.com/2022/10/26/serunya-menjelajahi-ekowisata-mangrove-gunung-anyar-surabaya/?feed_id=10660&_unique_id=635907142eddc…']
40;https://twitter.com/AGTV_news/status/1580058291178438656;['Kalian sedang mencari objek wisata gratis yang indah? Surabaya bisa menjadi jawabannya. Lebih menariknya lagi, terdapat beberapa objek wisata alam di Surabaya yang gratis.\n#wisatasurabaya #BentengKedungCowek #MangroveGunungAnyar #wisataalamSurabaya']
41;https://twitter.com/Abim_95/status/1578577895169327104;['Udah ke mangrove yang gunung anyar belum?']
42;https://twitter.com/BanggaSurabaya/status/1575469793683025921;['IKI NANG SUROBOYO LHO REK!\n\nPemkot Surabaya kembali melakukan penataan terhadap kawasan wisata alam dan konservasi Mangrove Gunung Anyar dan Medokan Sawah Kota Surabaya\n\nNantinya, Mangrove Gunung Anyar akan fokus pada wahana perahu atau susur sungai ']
43;https://twitter.com/SapawargaSby/status/1575446738806403072;['IKI NANG SUROBOYO LHO REK!\n\nPemkot Surabaya kembali melakukan penataan terhadap kawasan wisata alam dan konservasi Mangrove Gunung Anyar dan Medokan Sawah Kota Surabaya\n\nNantinya, Mangrove Gunung Anyar akan fokus pada wahana perahu atau susur sungai ']
44;https://twitter.com/RMOLJatim_id/status/1575379114206564352;['Wali Kota Eri Jadikan Kebun Raya Mangrove sebagai Destinasi Wisata yang Ikonik: Pemerintah Kota (Pemkot) Surabaya kembali melakukan penataan terhadap kawasan wisata alam dan konservasi Mangrove Gunung Anyar dan Medokan Sawah Kota Surabaya. \n\nbaca… http://dlvr.it/SZBJv9']
45;https://twitter.com/kumparan/status/1575324021365035008;['Eri mengatakan, pembaharuan konsep Kebun Raya Mangrove tersebut akan ditata di kawasan wisata Mangrove Gunung Anyar dan Medokan Sawah. #publisherstory #beritaanaksurabaya']
46;https://twitter.com/detikcom/status/1575288425338609667;['Pembaruan konsep wisata di Mangrove Gunung Anyar dan Medokan Ayu menyertakan penambahan sejumlah wahana. Salah satunya jet sky dan juga pembangunan auditorium.']
47;https://twitter.com/detikcom/status/1575269810371444736;['Targetkan sudah bisa dinikmati pada 2023, Wali Kota Eri Cahyadi sedang memperbarui konsep wisata mangrove Gunung Anyar dan Medokan Ayu.']
48;https://twitter.com/Zyanpatra/status/1575148471388102657;['Tata Ulang Mangrove Medokan Sawah & Gunung Anyar, Pemkot Surabaya Libatkan BRIN https://java-zie.xyz/tata-ulang-mangrove-medokan-sawah-gunung-anyar-pemkot-surabaya-libatkan-brin/…']
49;https://twitter.com/jpnncom/status/1575148345286598656;['Pemkot Surabaya libatkan BRIN dalam penataan ulang dua objek wisata alam yakni Mangrove Gunung Anyar dan Medokan Sawah #PemkotSurabaya']
50;https://twitter.com/jpnncom/status/1575123181009924100;['Wali Kota Eri bakal menyulap wisata alam Mangrove Gunung Anyar dan Medokan Sawah, begini konsepnya. #wisatamangrovegununganyar']
51;https://twitter.com/liburco/status/1574192742930194432;['Mangrove Gunung Anyar, Menikmati Pesona Hutan Bakau Nan Indah di Surabaya']
52;https://twitter.com/jawapos/status/1565648871241310209;['Penataan Kebun Raya Mangrove Gunung Anyar Tuntas Desember']
53;https://twitter.com/jawapos/status/1554338401872011265;['Sedang Bersolek, Wisata Mangrove Gunung Anyar Surabaya Tutup Sebulan']
54;https://twitter.com/beritabangsa_id/status/1553891385279152130;['Baksos Lingkungan Hidup, Lions Clubs D307 B2 Indonesia Tanam 2.000 Mangrove di Gunung Anyar Surabaya https://beritabangsa.com/publik-service/baksos-lingkungan-hidup-lions-clubs-d307-b2-indonesia-tanam-2-000-mangrove-di-gunung-anyar-surabaya/…']
55;https://twitter.com/plndisjatim/status/1550049554317189120;['Bermula dari kegiatan penanaman mangrove di kawasan Gunung Anyar Tambak pada tahun 2010, PLN UID Jawa Timur kian serius membina kawasan pesisir untuk meningkatkan kesadaran lingkungan.']
56;https://twitter.com/IDNTimesJatim/status/1549648687923871745;['Alamat: Jl. Wisata Mangrove Gunung Anyar Tambak, Kec. Gunung Anyar, Surabaya.\nJam buka: 10.00 – 17.00 WIB.\nTiket masuk: Gratis.\nParkir: Rp 5 ribu (motor) dan Rp 10 ribu (mobil).\nSewa perahu: Rp50 ribu/orang.']
57;https://twitter.com/IDNTimesJatim/status/1549648685252083712;['Hutan Mangrove Gunung Anyar.\nDi sini juga terdapat jogging track dan pendopo, tapi ada menara pandang setinggi 12 meter. Menara ini terbuat dari besi dan bambu, sehingga hanya memiliki kapasitas sebanyak 10 orang. Kalau naik menara di sore hari, indah lho!']
58;https://twitter.com/tfsurabaya/status/1542754244713119745;['Gak seberapa dekat juga sih. Satunya dekat Mangrove Gunung Anyar (dan mangkrak), satunya dekat Terminal Osowilangun']
59;https://twitter.com/disappearandrun/status/1542434434065936385;['Gunung Sari bonus ikan hias atau Gunung Anyar bonus mangrove  tinggal masukin lokasi gojek/grab dah nyampe bang']
60;https://twitter.com/tfsurabaya/status/1535984258933981184;['Akhir weekend, kemarin bahas transportasi juga hunian. Mari kita cerita ketiganya sekaligus malam ini \n\nWeekend lalu, suasana Hari Lingkungan Hidup, jalan2 ke daerah Timur\n\nAslinya mau ke Mangrove Gunung Anyar sama Medokan, eh tutup semua. Akhirnya muter2 aja deh sekitar situ']
61;https://twitter.com/ianmahmoudd/status/1534883742765920256;['Di gunung anyar, deketnya mangrove']
62;https://twitter.com/ianmahmoudd/status/1534879318068715520;['Di gunung anyar, surabaya timur. Pojok banget deket mangrove']
63;https://twitter.com/mediabanten/status/1534867658750824448;['Danmenkav 2 Mar Tinjau Tempat Penanaman Mangrove di Gunung Anyar https://mediabanten.com/danmenkav-2-mar-tinjau-tempat-penanaman-mangrove-di-gunung-anyar/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost…']
64;https://twitter.com/Nawacita_Post/status/1534484749678481412;['Warga Kawasan Mangrove Gunung Anyar Tambak Tuntut Keadilan, Ini Kata Wawali Armuji https://nawacitapost.com/daerah/2022/06/08/warga-kawasan-mangrove-gunung-anyar-tambak-tuntut-keadilan-ini-kata-wawali-armuji/…']
65;https://twitter.com/hobeyjin/status/1533303612507852801;['Ooo, surabaya medokan (dketnya mangrove gunung anyar)']
66;https://twitter.com/KlisTwit/status/1533235113034919937;['Kawan \n@e100ss\n wilayah gunung anyar tambak mangrove saat ini sedang hujan rintik rintik dan mendung syahdu. Enaknya dibuat nyruput kopi. Muantabbek...']
67;https://twitter.com/KlisTwit/status/1528167619840581632;"['Turun hujan pagi"" kawan di wilayah gunung anyar tambak mangrove \n@e100ss']"
68;https://twitter.com/dxsxrxe/status/1525915849319518209;['aku dan mas mas fisip pengurus ukm fotografi yang kalo hunfot pasti ke mangrove gunung anyar apalagi pas lagi musim migrasi burung\n\n#ALSD #AliceSelcaDay #VICTON #SEJUN']
69;https://twitter.com/iwhake_pindhank/status/1521241285864026112;['Just posted a photo @ Mangrove ConservationEkotourism Gunung Anyar Port']
70;https://twitter.com/lutfimove/status/1520968923499630592;['Pembangunan Kebun Raya Mangrove Gunung Anyar... (30/Apr) , trend - Opor #tender #lelang https://datalelang.id']
71;https://twitter.com/RaiTembem/status/1518341456809033728;['Maen ke mangrove Wonorejo , mangrove Gunung Anyar , Kebun bibit 1 2 , Taman keputih bambo² . Kenjeran , sore nang watu² , bengi e nang Kodam , Albatros . Pie ? ']
72;https://twitter.com/EHSurabaya_/status/1505127963607855110;['Terima kasih kepada aplikasi Super, Wisata Mangrove Gunung Anyar, Duta EH Surabaya, dan Sobat EH Surabaya.\n\n#IniAksiku \n#ShapeOurFuture\n#TentukanMasaDepanmu\n#EarthHour22\n#EarthHourIndonesia #EHSurabaya\n#MAGER6.0 #HijaukanHutanMangrove']
73;https://twitter.com/liburco/status/1504370919279456256;['Mangrove Gunung Anyar, Menikmati Pesona Hutan Bakau Nan Indah di Surabaya']
74;https://twitter.com/antaranews/status/1492049999240515584;['Foto: Peneliti burung dari Ekologi Satwa Alam Liar Indonesia (EKSAI) memeriksa sayap seekor burung Kipasan Belang (Rhipidura javanica) di kawasan Hutan Mangrove Gunung Anyar Surabaya, Jawa Timur, Jumat (11/2/2022).']
75;https://twitter.com/dailymochin/status/1491305093672890371;['wisata mangrove gunung anyar ae nder, deket kok dari upn']
76;https://twitter.com/sunflowvelyy/status/1491299423015825408;['Mangrove gunung anyar tp tutup kyke']
77;https://twitter.com/nursii5/status/1487775555575775233;['Hutan mangrove gunung anyar Surabaya']
78;https://twitter.com/KlisTwit/status/1486650055213785096;"['Sekitaran mangrove gunung anyar tambak hujan deras kawan \n@e100ss\n. Yg dijalan harap hati""...']"
79;https://twitter.com/TSBYBERBAGI/status/1484057894043926530;['Untuk teman-teman yang ingin berpartisipasi langsung dalam penanam pohon mangrove tetapi belum masuk ke grup TSB, bisa konfirmasi langsung by DM. Pelaksaan acara tanam mangrove hari Sabtu tanggal 22 Januari 2022 di Hutan Mangrove Gunung Anyar.']
80;https://twitter.com/mtbfmsurabaya/status/1482225661595258883;['Sugeng siang kesayangan... \nWisata mangrove Gunung Anyar tawarkan pesona hutan bakau yang ciamik. Nang gunung anyar tuku klopo... (pantune lanjutno yo)?\n#MonggoTresnoBudoyo\n#1027MTBFMSURABAYA']
81;https://twitter.com/Dianisyati/status/1480108398137917443;['Mangrove gunung anyar']
82;https://twitter.com/kumparan/status/1467735064263811074;['Young Budhhist Association bersama Ecoton melepaskan ribuan jenis ikan di Wisata Kebun Raya Mangrove Gunung Anyar, Surabaya. #publisherstory']
83;https://twitter.com/KlisTwit/status/1464746999752708099;['Wilayah mangrove gunung anyar mendung sedikit cerah...']
84;https://twitter.com/a_roused/status/1461953032598409220;['Taman Bungkul, Taman Hiburan Rakyat, kalo mau yang classic ke museum mata uang, Mangrove gunung Anyar']
85;https://twitter.com/KlisTwit/status/1461897465917939712;['Gunung Anyar mangrove hujan lumayan awet kelihatannya']
86;https://twitter.com/agungekabudiono/status/1459933059910881281;['Little smile ,a lot of blessed \n#littlekiddo \n#wisatasurabaya \n#mangrovegununganyar https://instagram.com/p/CWQ6jMMPYq3GyXR0NINgvjMT0fjY0yOToiFSsE0/?utm_medium=twitter…']
87;https://twitter.com/disuruhberdiri/status/1459823993486131201;['Suroboyo, aku mbiyen neng daerah ameh Mangrove Gunung Anyar ']
88;https://twitter.com/potrekoneng_na/status/1459494199808565249;['Setahuku yang jembatan bambu Wonorejo ini belum sempat ada peresmian apa-apa, yg udah pernah diresmikan itu yang di mangrove Gunung Anyar, yang sampai sekarang masih ada']
89;https://twitter.com/sbyfess/status/1457713764418011136;['-rek info loker dibutuhkan:\n- teknisi laki2 yg bisa foging dan gak takut pest rodent\n- ijazah minim SMA\n- bisa berkomunikasi (bukan kodemunikasi) dengan baik\n- bisa kerja tim / individu\nLokasi kantor gunung anyar mangrove sby. Berminat komen aja ntar aku dm makasi']
90;https://twitter.com/auliyaa123/status/1457712312035405824;['Inpo loker dibutuhkan:\n- teknisi laki2 yg bisa foging dan gak takut pest rodent\n- ijazah minim SMA\n- bisa berkomunikasi (bukan kodemunikasi) dengan baik\n- bisa kerja tim / individu\nLokasi kantor gunung anyar mangrove sby']
91;https://twitter.com/sbyfess/status/1457709562719469569;['-rek info loker nih!\nKantorku lagi buka loker buat teknisi yg bisa fogging dan gak takut basmi pest rodent kantor wilayah gunung anyar mangrove, laki2 minim SMA yg minat ntar aku dm ya']
92;https://twitter.com/xXxNvMxx/status/1454762026169892871;['Hutan bambu, mangrove gunung anyar, margerejo, balaikota ']
93;https://twitter.com/HIMATLUPN/status/1453695998153265154;[' Penanaman 150 Bibit Mangrove \n Bersih Lingkungan\n\nAcara tersebut diselenggarakan pada : \n : Sabtu, 06 November 2021 \n : 07.00 - selesai \n : Mangrove Gunung Anyar \n\nYuk lestarikan hutan mangrove untuk anak dan cucu']
94;https://twitter.com/bicaranetwork/status/1451795522197630979;['Wali Kota Surabaya Eri Cahyadi mengatakan bahwa kebun raya mangrove yang ada di Kelurahan Wonorejo, Kecamatan Rungkut, dan Kelurahan Gununganyar Tambak, Kecamatan Gunung Anyar, mampu menyerap ribuan ton emisi karbon.\nhttps://bicara.news/dua-kebun-raya-mangrove-surabaya-serap-ribuan-ton-emisi-karbon/…']
95;https://twitter.com/AlditoAtmaji/status/1450723126073978881;['Ayas, wisata mangrove gunung anyar itu udah buka belum ya']
96;https://twitter.com/rahmaasantika/status/1450435244977389572;['Wisata Mangrove, gunung anyar Surabaya . Yg menarik disini kita disugguhkan pemandangan hutan bakau, cocok bgt buat menghabiskan waktu luang di tengah hiruk-pikuk nya kota yg padat\n\nPict from google']
97;https://twitter.com/sbyfess/status/1447055038048727041;['-rek mangrove Wonorejo atau mangrove Gunung Anyar itu udah buka belum se?']
98;https://twitter.com/sbyfess/status/1446764044820484100;['-rek mangrove gunung anyar udah bisa ta naik perahu nya']
99;https://twitter.com/mtbfmsurabaya/status/1446247558217494554;['pagi mitra mtb...\nTempat wisata Taman Hutan Raya (Tahura) dan Kebun Raya Mangrove (KRM) di Wonorejo dan Gunung Anyar Surabaya, siap dibuka untuk umum dengan protokol kesehatan ketat.']
100;https://twitter.com/jpnncom/status/1445769424519122948;['Destinasi wisata Taman Hutan Raya (Tahura) dan Kebun Raya Mangrove (KRM) di Wonorejo dan Gunung Anyar, Surabaya siap dibuka untuk umum dengan prokes ketat. #tahura']
101;https://twitter.com/voidotid/status/1445698035284013063;['Tempat wisata Taman Hutan Raya (Tahura) dan Kebun Raya Mangrove (KRM) di Wonorejo dan Gunung Anyar, Kota Surabaya, Jawa Timur, siap dibuka untuk umum dengan protokol kesehatan ketat. https://voi.id/berita/91933/wisata-tahura-dan-krm-surabaya-siap-dibuka-dengan-prokes-ketat…']
102;https://twitter.com/SatitiBRespati/status/1439455982703185921;['Baru saja mengirim foto @ Mangrove Gunung Anyar https://instagram.com/p/CT_apwSpQFX/?utm_medium=twitter…']
103;https://twitter.com/rizky_pbs/status/1421440082385403906;['Hai Electrizen, yuk lihat pemandangan yang ada di Hutan Mangrove di Gunung Anyar Tambak, Kota Surabaya \n\nNOTE: Foto diambil pada tahun 2019, sebelum Pandemi Covid-19\n\n#PLN #PLNPeduli #CSRPLN #TJSL #corporatesocialresponsibility #PowerBeyondGenerations #Mangrove #Surabaya']
104;https://twitter.com/plndisjatim/status/1421088400883392516;['Melalui sekolah ini, anak-anak diajarkan beragam kegiatan seperti mengenal peran penting sungai, dampak yang ditimbulkan jika sungai tercemar akibat manusia, edukasi mengenai manfaat Mangrove di Gunung Anyar Tambak, serta pelatihan kreativitas daur ulang sampah plastik.']
105;https://twitter.com/urdvckie/status/1410957821856780292;['di mangrove gunung anyar, pengen ngefoto aja']
106;https://twitter.com/mommyvonzechs/status/1406455718362816512;['Alhamdulillah, keluar sejenak.\nMaunya refresh udara segar di Mangrove Gunung Anyar, tapi ternyata kepagian.\nJadi tadi belum bisa masuk. Krn bukanya jam 8... Dan finally balik kucing, cari hawa di tempat lain.']
107;https://twitter.com/sbyfess/status/1404692907165061121;['-rek ada yang pernah ke mangrove wonorejo sama mangrove gunung anyar di kota surabaya? dan berminat buat isi kuesioner penelitian skripsi? kalo minat tolong reply ya, nanti aku dm makasiii']
108;https://twitter.com/getlostidn/status/1402898335170646022;['Akhir pekan ini agendakan joging di Hutan Mangrove Gunung Anyar yuk! http://bit.ly/3xa6Qqz']
109;https://twitter.com/jawapos/status/1401706743625773056;['Gabungkan Wisata Mangrove Wonorejo - Gunung Anyar, Pemkot Tunggu APBN https://radarsurabaya.jawapos.com/read/2021/06/07/266508/gabungkan-wisata-mangrove-wonorejo-gunung-anyar-pemkot-tunggu-apbn…']
110;https://twitter.com/fatkurrozhi/status/1399327455102615556;['Pojok gunung anyar sebelahe mangrove']
111;https://twitter.com/fatkurrozhi/status/1385548965320396806;['Gunung anyar sebelahe mangrove']
112;https://twitter.com/rudyvangogh9972/status/1379294082955010051;['Rumah Kosong Siap Huni di Wiguna Timur Kota Surabaya\nGunung Anyar Tambak, Kec. Gununganyar\n\nLuas Tanah 144 m2, Luas Bangunan 157 m2\nLebar jalan 4 meter\nKondisi rumah kosong\nLelang Harga Rp 1,05 M\nDekat UPN Veteran, Wisata Mangrove\n\nAnna Vangogh\n081353647687 WA\n081331750518 TLFN']
113;https://twitter.com/nblksatria/status/1375721195375624193;['standing solo, tapi masih di Surabaya kok ini \n\n#vscoid #vsco @vsco_idn #feelsandcapture #whpstandingsolo_id #minimalism @ Mangrove Gunung Anyar https://instagram.com/p/CM6jbYyDeeN/?igshid=169we3nehxbf6…']
114;https://twitter.com/RyanFH/status/1374728744481345538;['Dear \n@e100ss\n @BanggaSurabaya\n sudah hampir 2 minggu ranting kering di jalan gunung anyar tambak menuju mangrove gunung anyar tambak dibiarkan menutup setengah jalan. Mohon bantuannya utk dapat ditindaklanjuti, sangat mengganggu jalan']
115;https://twitter.com/RyanFH/status/1374727923748335618;['Dear \n@e100ss\n @BanggaSurabaya\n mohon bantuannya jalan didepan perumahan taman rivera (dekat perum Wiguna) menuju ke mangrove gunung anyar tambak, Surabaya berlubang (diperkirakan ada 3 lubang, besar dan dalam ukuran lubang nya) mohon utk segera ditindak lanjuti ']
116;https://twitter.com/happiestgurrrl/status/1371672653501669388;['gunung anyar sawah iku endi nder? aku biyen nang sing mangrove gunung anyar iku lo wkwk kate mangan bingung']
117;https://twitter.com/tonaytoni1/status/1362027189219205125;['Wisata mangrove Wonorejo ini berada di pantai timur Sby. Lebih tepatnya berlokasi di Wonorejo No.1 Rungkut Sby Jatim. Wisata mangrove Wonorejo ini sering juga disebut sebagai Wisata Anyar Mangrove (WAM) karena memang kawasan hutan mangrove Wonorejo berada di kawasan Gunung Anyar.']
118;https://twitter.com/pratama_212K/status/1359524456893325314;['Perempatan medokan tahu nga \nArah mau k mangrove gunung anyar tambak']
119;https://twitter.com/Klik9dotCom/status/1355343588704608257;['Akses ke Ekowisata Mangrove Gunung Anyar Rusak Parah https://klik9.com/beritafoto/akses-ke-ekowisata-mangrove-gunung-anyar-rusak-parah/…']
